building_type,climate_zone,year_built,weekly_hours,gfa,fifth_percentile,twenty_fifth_percentile,median,mean,seventy_fifth_percentile,ninety_fifth_percentile,climate_zone_description,year_reported,row_count
All,All,1980-1999,Open Continuously,"25,000 - 49,999",40.13,86.5,151.6,154.11871921182265,205.2,286.53000000000003,All,2023,100-249
All,All,1980-1999,Open Continuously,"5,000 - 9,999",42.580000000000005,66.75,86.4,97.90386473429952,113.6,186.16,All,2023,100-249
All,All,1980-1999,Open Continuously,"50,000 - 99,999",42.875,116.25,188.7,189.93839285714284,233.82500000000002,392.5,All,2023,250-500
All,All,1980-1999,Open Continuously,"500,000 - 999,999",26.575000000000003,77.64999999999999,130.85,166.5,191.375,466.8149999999996,All,2023,6-29
All,All,1980-1999,Open Continuously,All,32.935,70.625,95.2,129.79742331288344,162.825,293.98499999999996,All,2023,"1,000-2,499"
All,All,2000-2009,40-48,"1,000 - 4,999",32.6,48.4,63.3,75.28580343213729,85.1,135.5,All,2023,500-999
All,All,2000-2009,40-48,"1,000,000+",,,,,,,All,2023,≤5
All,All,2000-2009,40-48,"10,000 - 24,999",10.115,31.975,48.0,60.04825581395349,73.125,139.71499999999995,All,2023,250-500
All,All,2000-2009,40-48,"100,000 - 199,999",3.41,10.55,36.349999999999994,46.90514705882353,51.825,103.35999999999997,All,2023,250-500
All,All,2000-2009,40-48,"200,000 - 499,999",3.68,22.375,37.599999999999994,50.90769230769231,52.75,114.97,All,2023,100-249
All,All,2000-2009,40-48,"25,000 - 49,999",3.6300000000000003,14.2,44.150000000000006,54.84413580246913,75.35,136.7949999999999,All,2023,250-500
All,All,2000-2009,40-48,"5,000 - 9,999",18.195,41.4,55.75,63.80887573964497,70.875,117.78999999999999,All,2023,250-500
All,All,2000-2009,40-48,"50,000 - 99,999",2.745,6.825,25.549999999999997,41.509787234042555,59.775,132.0949999999998,All,2023,250-500
All,All,2000-2009,40-48,"500,000 - 999,999",6.640000000000001,26.9,40.7,55.16486486486487,69.6,132.97999999999936,All,2023,30-49
All,All,2000-2009,40-48,All,4.4,28.2,49.650000000000006,58.330336200156374,72.4,134.3,All,2023,"2,500-9,999"
All,All,2000-2009,48.01 - 60,"1,000 - 4,999",21.44,53.2,80.1,87.43604938271605,107.2,158.05999999999995,All,2023,250-500
All,All,2000-2009,48.01 - 60,"1,000,000+",6.365,15.150000000000002,42.15,43.84166666666667,66.0,90.435,All,2023,6-29
All,All,2000-2009,48.01 - 60,"10,000 - 24,999",13.24,33.6,55.6,68.14543429844097,80.5,180.19999999999996,All,2023,250-500
All,All,2000-2009,48.01 - 60,"100,000 - 199,999",2.8,8.8,37.349999999999994,46.586676217765046,61.525,140.90999999999997,All,2023,500-999
All,All,2000-2009,48.01 - 60,"200,000 - 499,999",4.805,31.825,45.55,55.2555900621118,65.475,143.78999999999982,All,2023,250-500
All,All,2000-2009,48.01 - 60,"25,000 - 49,999",3.6,17.3,47.8,57.42402496099844,77.7,148.7,All,2023,500-999
All,All,2000-2009,48.01 - 60,"5,000 - 9,999",12.030000000000001,24.2,39.95,54.51122994652406,65.475,120.0,All,2023,250-500
All,All,2000-2009,48.01 - 60,"50,000 - 99,999",2.6,5.8,11.7,32.791472392638035,49.175000000000004,117.04999999999995,All,2023,"1,000-2,499"
All,All,2000-2009,48.01 - 60,"500,000 - 999,999",3.6500000000000004,18.875,40.25,47.49166666666667,60.225,102.485,All,2023,50-99
All,All,2000-2009,48.01 - 60,All,3.2,10.3,38.9,50.15822318526544,67.95,140.53000000000003,All,2023,"2,500-9,999"
All,All,2000-2009,60.01 - 84,"1,000 - 4,999",47.25,95.125,441.6,362.8701646090535,528.1,693.125,All,2023,250-500
All,All,2000-2009,60.01 - 84,"1,000,000+",9.700000000000001,29.4,52.2,60.2,75.0,120.63,All,2023,6-29
All,All,2000-2009,60.01 - 84,"10,000 - 24,999",25.895000000000003,38.0,50.5,58.653446191052,69.775,103.2,All,2023,"1,000-2,499"
All,All,2000-2009,60.01 - 84,"100,000 - 199,999",9.220000000000004,31.4,48.4,60.007932379713914,74.9,143.9399999999997,All,2023,500-999
All,All,2000-2009,60.01 - 84,"200,000 - 499,999",4.49,35.1,50.0,59.832818532818536,68.0,146.31999999999996,All,2023,250-500
All,All,2000-2009,60.01 - 84,"25,000 - 49,999",23.3,38.5,48.3,56.25196671709531,62.6,114.75500000000004,All,2023,"1,000-2,499"
All,All,2000-2009,60.01 - 84,"5,000 - 9,999",13.180000000000001,29.9,55.0,70.50460829493088,76.7,176.73999999999998,All,2023,100-249
All,All,2000-2009,60.01 - 84,"50,000 - 99,999",9.4,24.8,32.45,45.92367178276269,51.6,122.53499999999998,All,2023,"1,000-2,499"
All,All,2000-2009,60.01 - 84,"500,000 - 999,999",3.3,33.6,46.9,56.90655737704918,63.2,223.4,All,2023,50-99
All,All,2000-2009,60.01 - 84,All,15.2,32.7,47.6,78.2306399383192,72.2,296.83999999999793,All,2023,"2,500-9,999"
All,All,2000-2009,84.01-167,"1,000 - 4,999",175.97,230.2,264.6,273.83592632719393,300.65,408.49,All,2023,"2,500-9,999"
All,All,2000-2009,84.01-167,"1,000,000+",12.25,24.675,31.85,43.69444444444444,46.9,91.125,All,2023,30-49
All,All,2000-2009,84.01-167,"10,000 - 24,999",47.505,63.6,73.7,75.24519060843221,85.0,104.99499999999998,All,2023,"2,500-9,999"
All,All,2000-2009,84.01-167,"100,000 - 199,999",32.3,52.7,67.5,73.75764777574649,82.6,148.3,All,2023,"1,000-2,499"
All,All,2000-2009,84.01-167,"200,000 - 499,999",6.920000000000001,29.4,51.3,67.3286995515695,93.6,141.67999999999986,All,2023,100-249
All,All,2000-2009,84.01-167,"25,000 - 49,999",35.8,67.775,133.10000000000002,133.0868085106383,160.525,283.7249999999999,All,2023,250-500
All,All,2000-2009,84.01-167,"5,000 - 9,999",28.1,66.0,83.1,94.52568093385214,101.3,163.72,All,2023,250-500
All,All,2000-2009,84.01-167,"50,000 - 99,999",27.25,85.75,154.3,148.582689747004,187.8,259.75,All,2023,500-999
All,All,2000-2009,84.01-167,"500,000 - 999,999",4.640000000000001,8.35,24.5,37.157627118644065,45.2,90.9299999999999,All,2023,50-99
All,All,2000-2009,84.01-167,All,42.2,67.1,85.1,137.60426943783648,216.975,321.9,All,2023,"10,000-49,999"
All,All,2000-2009,All,"1,000 - 4,999",48.5,184.35000000000002,251.2,246.48935489034736,297.2,489.23999999999995,All,2023,"2,500-9,999"
All,All,2000-2009,All,"1,000,000+",7.1,24.875,37.0,49.490697674418605,60.925,117.75,All,2023,50-99
All,All,2000-2009,All,"10,000 - 24,999",32.6,59.6,72.6,73.67055532005087,85.4,110.12999999999992,All,2023,"10,000-49,999"
All,All,2000-2009,All,"100,000 - 199,999",5.5,36.0,56.7,65.04804830103903,78.4,152.4,All,2023,"2,500-9,999"
All,All,2000-2009,All,"200,000 - 499,999",4.9,31.625,47.25,62.840786948176586,75.25,153.35499999999993,All,2023,"1,000-2,499"
All,All,2000-2009,All,"25,000 - 49,999",7.2,37.0,52.8,72.39558011049724,87.825,194.025,All,2023,"2,500-9,999"
All,All,2000-2009,All,"5,000 - 9,999",14.365,36.2,59.5,72.38890554722639,85.2,161.22999999999985,All,2023,"1,000-2,499"
All,All,2000-2009,All,"50,000 - 99,999",3.355000000000001,13.1,35.5,62.652131622516556,79.5,204.945,All,2023,"2,500-9,999"
All,All,2000-2009,All,"500,000 - 999,999",3.71,17.1,40.8,55.92095588235294,63.2,167.11499999999936,All,2023,250-500
All,All,2000-2009,All,All,8.4,45.5,71.4,103.9858287852799,107.1,303.0,All,2023,"10,000-49,999"
All,All,2000-2009,Fewer than 40,"1,000 - 4,999",13.12,53.9,67.1,99.41621621621621,94.2,378.47999999999945,All,2023,30-49
All,All,2000-2009,Fewer than 40,"1,000,000+",,,,,,,All,2023,≤5
All,All,2000-2009,Fewer than 40,"10,000 - 24,999",15.605,36.55,56.9,59.1375,71.95,128.7,All,2023,30-49
All,All,2000-2009,Fewer than 40,"100,000 - 199,999",7.18,31.950000000000003,40.05,65.6275,52.5,106.38499999999998,All,2023,50-99
All,All,2000-2009,Fewer than 40,"200,000 - 499,999",17.025,34.699999999999996,38.25,38.30277777777778,43.05,56.825,All,2023,30-49
All,All,2000-2009,Fewer than 40,"25,000 - 49,999",3.56,26.0,46.25,62.6675,79.45,180.36499999999995,All,2023,30-49
All,All,2000-2009,Fewer than 40,"5,000 - 9,999",16.560000000000002,41.1,56.4,79.37435897435897,72.85,274.6800000000001,All,2023,30-49
All,All,2000-2009,Fewer than 40,"50,000 - 99,999",10.68,30.924999999999997,51.25,63.03,74.875,156.14999999999998,All,2023,50-99
All,All,2000-2009,Fewer than 40,"500,000 - 999,999",,,,,,,All,2023,≤5
All,All,2000-2009,Fewer than 40,All,10.620000000000001,31.75,45.6,65.6841961852861,70.35,161.85999999999996,All,2023,250-500
All,All,2000-2009,Open Continuously,"1,000 - 4,999",22.43,77.75,219.4,196.23968253968255,285.29999999999995,363.3,All,2023,50-99
All,All,2000-2009,Open Continuously,"1,000,000+",11.98,31.5,43.6,57.08461538461538,45.8,154.87999999999974,All,2023,6-29
All,All,2000-2009,Open Continuously,"10,000 - 24,999",57.075,74.5,85.2,88.18152958152959,97.6,126.35000000000001,All,2023,"1,000-2,499"
All,All,2000-2009,Open Continuously,"100,000 - 199,999",23.3,60.6,102.4,137.8990099009901,179.4,356.7,All,2023,100-249
All,All,2000-2009,Open Continuously,"200,000 - 499,999",17.895000000000003,76.175,100.55000000000001,127.49861111111112,145.675,368.26500000000004,All,2023,50-99
All,All,2000-2009,Open Continuously,"25,000 - 49,999",32.52,75.8,139.6,158.14848484848486,205.7,337.8199999999995,All,2023,50-99
All,All,2000-2009,Open Continuously,"5,000 - 9,999",40.400000000000006,69.8,92.5,109.39449541284404,123.3,222.3,All,2023,100-249
All,All,2000-2009,Open Continuously,"50,000 - 99,999",33.74,98.1,172.0,176.25583756345176,244.5,319.33999999999986,All,2023,100-249
All,All,2000-2009,Open Continuously,"500,000 - 999,999",3.425,32.525,71.55000000000001,129.16923076923078,104.625,558.5,All,2023,6-29
All,All,2000-2009,Open Continuously,All,43.6,74.2,88.30000000000001,108.4675701839303,110.7,252.075,All,2023,"1,000-2,499"
All,All,2010 and after,40-48,"1,000 - 4,999",31.7,63.3,86.6,193.03582554517135,129.7,840.7,All,2023,250-500
All,All,2010 and after,40-48,"1,000,000+",,,,,,,All,2023,≤5
All,All,2010 and after,40-48,"10,000 - 24,999",8.465000000000002,30.475,52.7,60.78137254901961,72.15,148.06999999999996,All,2023,100-249
All,All,2010 and after,40-48,"100,000 - 199,999",2.91,5.2,9.9,27.63080939947781,38.05,80.9,All,2023,250-500
All,All,2010 and after,40-48,"200,000 - 499,999",3.6200000000000006,12.025,31.9,42.261971830985914,51.675,112.13999999999989,All,2023,100-249
All,All,2010 and after,40-48,"25,000 - 49,999",2.2,4.65,12.8,30.61754385964912,44.7,101.44,All,2023,250-500
All,All,2010 and after,40-48,"5,000 - 9,999",20.525,40.55,56.45,75.78017241379311,80.725,137.85,All,2023,100-249
All,All,2010 and after,40-48,"50,000 - 99,999",2.5,4.5,7.5,17.662140992167103,13.2,72.11999999999999,All,2023,"1,000-2,499"
All,All,2010 and after,40-48,"500,000 - 999,999",3.17,16.799999999999997,27.0,28.944444444444443,44.35,55.75,All,2023,6-29
All,All,2010 and after,40-48,All,2.7,5.8,14.1,48.50666909620991,54.6,135.82499999999996,All,2023,"2,500-9,999"
All,All,2010 and after,48.01 - 60,"1,000 - 4,999",20.35,56.05,72.7,83.15418502202643,98.15,186.3499999999999,All,2023,100-249
All,All,2010 and after,48.01 - 60,"1,000,000+",4.44,21.6,40.5,44.192,62.1,84.09999999999995,All,2023,6-29
All,All,2010 and after,48.01 - 60,"10,000 - 24,999",8.540000000000001,31.675,55.95,73.54526315789474,81.525,186.73499999999984,All,2023,100-249
All,All,2010 and after,48.01 - 60,"100,000 - 199,999",2.7600000000000002,7.9,29.8,44.17758985200846,55.2,145.25999999999976,All,2023,250-500
All,All,2010 and after,48.01 - 60,"200,000 - 499,999",4.0,22.6,38.7,45.6517571884984,53.8,123.93999999999983,All,2023,250-500
All,All,2010 and after,48.01 - 60,"25,000 - 49,999",6.6,34.375,57.2,68.78639455782313,91.2,175.94999999999996,All,2023,250-500
All,All,2010 and after,48.01 - 60,"5,000 - 9,999",11.85,32.45,51.6,70.59009009009009,70.95,183.65,All,2023,100-249
All,All,2010 and after,48.01 - 60,"50,000 - 99,999",3.3,8.0,23.85,42.90148514851485,59.224999999999994,138.6,All,2023,500-999
All,All,2010 and after,48.01 - 60,"500,000 - 999,999",4.245,11.65,29.35,37.56285714285714,47.4,89.73999999999994,All,2023,50-99
All,All,2010 and after,48.01 - 60,All,3.8,13.4,41.3,54.49363360762235,69.9,155.92,All,2023,"1,000-2,499"
All,All,2010 and after,60.01 - 84,"1,000 - 4,999",57.355,82.85000000000001,154.2,267.35393258426967,451.075,584.825,All,2023,500-999
All,All,2010 and after,60.01 - 84,"1,000,000+",5.055000000000001,25.200000000000003,45.55,69.22272727272727,85.775,133.975,All,2023,6-29
All,All,2010 and after,60.01 - 84,"10,000 - 24,999",20.085,34.0,44.4,54.58482658959537,60.925,112.03499999999971,All,2023,500-999
All,All,2010 and after,60.01 - 84,"100,000 - 199,999",7.6,28.0,47.6,62.42713347921225,76.1,153.62,All,2023,250-500
All,All,2010 and after,60.01 - 84,"200,000 - 499,999",4.85,31.85,48.5,57.88203125,65.025,141.8,All,2023,250-500
All,All,2010 and after,60.01 - 84,"25,000 - 49,999",12.185000000000004,34.15,49.95,58.30290909090909,68.35000000000001,136.2,All,2023,500-999
All,All,2010 and after,60.01 - 84,"5,000 - 9,999",20.439999999999998,52.625,66.75,83.95693069306931,85.80000000000001,150.47499999999997,All,2023,100-249
All,All,2010 and after,60.01 - 84,"50,000 - 99,999",7.36,28.6,41.6,59.994946401225114,75.2,164.19999999999993,All,2023,500-999
All,All,2010 and after,60.01 - 84,"500,000 - 999,999",5.15,18.575,43.0,42.30128205128205,55.675,91.36499999999992,All,2023,50-99
All,All,2010 and after,60.01 - 84,All,10.7,35.3,55.9,100.63520154610713,92.1,455.4449999999998,All,2023,"2,500-9,999"
All,All,2010 and after,84.01-167,"1,000 - 4,999",160.12,218.5,252.0,264.3410094637224,289.3,431.48,All,2023,"1,000-2,499"
All,All,2010 and after,84.01-167,"1,000,000+",7.73,11.100000000000001,19.2,22.408695652173915,30.05,46.09999999999999,All,2023,6-29
All,All,2010 and after,84.01-167,"10,000 - 24,999",37.34,53.1,61.8,65.76129458388375,70.4,93.5199999999999,All,2023,500-999
All,All,2010 and after,84.01-167,"100,000 - 199,999",17.580000000000002,56.2,77.7,93.6449864498645,117.5,209.8199999999999,All,2023,250-500
All,All,2010 and after,84.01-167,"200,000 - 499,999",4.4,13.6,37.1,55.81404958677686,60.0,210.2,All,2023,100-249
All,All,2010 and after,84.01-167,"25,000 - 49,999",26.4,60.6,111.0,138.29150326797387,195.8,286.62,All,2023,100-249
All,All,2010 and after,84.01-167,"5,000 - 9,999",25.435000000000002,53.0,81.45,90.4675,103.825,235.1799999999999,All,2023,30-49
All,All,2010 and after,84.01-167,"50,000 - 99,999",12.700000000000001,61.45,141.0,147.5899686520376,206.3,294.88999999999976,All,2023,250-500
All,All,2010 and after,84.01-167,"500,000 - 999,999",3.9000000000000004,9.850000000000001,19.9,28.45084745762712,37.85,70.51,All,2023,50-99
All,All,2010 and after,84.01-167,All,25.924999999999997,62.725,169.0,170.4970227670753,252.775,347.925,All,2023,"2,500-9,999"
All,All,2010 and after,All,"1,000 - 4,999",52.63,105.8,232.0,240.3218565985452,297.5,532.8199999999999,All,2023,"2,500-9,999"
All,All,2010 and after,All,"1,000,000+",3.8800000000000003,16.5,32.5,41.61505376344086,53.1,124.29999999999995,All,2023,50-99
All,All,2010 and after,All,"10,000 - 24,999",22.645,44.3,62.25,91.10951020408163,87.325,291.97499999999985,All,2023,"1,000-2,499"
All,All,2010 and after,All,"100,000 - 199,999",3.6,12.4,42.6,59.029303621169916,76.1,178.66,All,2023,"1,000-2,499"
All,All,2010 and after,All,"200,000 - 499,999",4.1,20.474999999999998,40.5,53.564113785557986,60.075,153.2849999999999,All,2023,500-999
All,All,2010 and after,All,"25,000 - 49,999",3.7,26.95,52.5,79.42489348752282,95.85,255.06999999999996,All,2023,"1,000-2,499"
All,All,2010 and after,All,"5,000 - 9,999",15.900000000000002,40.825,62.45,78.39272388059702,84.725,164.375,All,2023,500-999
All,All,2010 and after,All,"50,000 - 99,999",2.9,7.2,24.8,51.361198738170344,64.8,203.04000000000008,All,2023,"2,500-9,999"
All,All,2010 and after,All,"500,000 - 999,999",3.795,12.575,32.55,39.409642857142856,51.2,99.1,All,2023,250-500
All,All,2010 and after,All,All,4.3,28.5,59.2,104.51971600624489,131.0,350.4,All,2023,"10,000-49,999"
All,All,2010 and after,Fewer than 40,"1,000 - 4,999",12.370000000000001,25.8,39.95,48.777272727272724,58.125,113.06499999999997,All,2023,6-29
All,All,2010 and after,Fewer than 40,"1,000,000+",,,,,,,All,2023,≤5
All,All,2010 and after,Fewer than 40,"10,000 - 24,999",13.52,39.0,63.6,72.82,81.5,199.43999999999983,All,2023,6-29
All,All,2010 and after,Fewer than 40,"100,000 - 199,999",10.7,24.5,35.6,51.79354838709678,66.30000000000001,141.75,All,2023,30-49
All,All,2010 and after,Fewer than 40,"200,000 - 499,999",2.4,16.8,29.4,32.47142857142857,38.5,67.5,All,2023,6-29
All,All,2010 and after,Fewer than 40,"25,000 - 49,999",6.96,25.0,42.7,54.43333333333333,63.4,153.66,All,2023,30-49
All,All,2010 and after,Fewer than 40,"5,000 - 9,999",14.4,27.1,43.6,62.03809523809524,51.6,177.8,All,2023,6-29
All,All,2010 and after,Fewer than 40,"50,000 - 99,999",8.3,23.1,35.8,48.55853658536585,62.3,108.4,All,2023,30-49
All,All,2010 and after,Fewer than 40,"500,000 - 999,999",6.575000000000001,21.6,29.6,27.766666666666666,38.125,44.025,All,2023,6-29
All,All,2010 and after,Fewer than 40,All,7.44,25.0,39.0,51.77756097560976,62.3,148.83999999999995,All,2023,100-249
All,All,2010 and after,Open Continuously,"1,000 - 4,999",16.34,51.075,86.25,127.955,184.85,317.6900000000001,All,2023,6-29
All,All,2010 and after,Open Continuously,"1,000,000+",3.46,15.3,32.4,31.866666666666667,38.65,65.53999999999998,All,2023,6-29
All,All,2010 and after,Open Continuously,"10,000 - 24,999",50.905,77.4,155.0,184.6577319587629,263.05,426.36499999999995,All,2023,500-999
All,All,2010 and after,Open Continuously,"100,000 - 199,999",8.870000000000001,45.725,87.15,119.38048780487804,136.7,258.34000000000003,All,2023,50-99
All,All,2010 and after,Open Continuously,"200,000 - 499,999",4.1,34.3,61.8,105.15081967213115,131.1,317.0,All,2023,50-99
All,All,2010 and after,Open Continuously,"25,000 - 49,999",50.77,106.97500000000001,170.75,201.09345794392524,264.95,510.62499999999994,All,2023,100-249
All,All,2010 and after,Open Continuously,"5,000 - 9,999",33.8,51.475,71.0,76.34130434782608,91.025,142.475,All,2023,30-49
All,All,2010 and after,Open Continuously,"50,000 - 99,999",8.900000000000002,61.4,112.2,141.0894117647059,189.1,376.43999999999994,All,2023,50-99
All,All,2010 and after,Open Continuously,"500,000 - 999,999",3.795,24.4,38.8,61.9775,78.25,143.9849999999998,All,2023,30-49
All,All,2010 and after,Open Continuously,All,24.02,67.5,124.5,163.9551965065502,233.4,418.28,All,2023,"1,000-2,499"
All,All,All,40-48,"1,000 - 4,999",33.7,59.1,79.9,97.48087431693989,104.0,170.64999999999998,All,2023,"2,500-9,999"
All,All,All,40-48,"1,000,000+",11.145,31.025000000000002,45.45,74.84615384615384,64.15,165.8149999999995,All,2023,50-99
All,All,All,40-48,"10,000 - 24,999",8.64,27.8,47.7,57.893728222996515,71.6,137.51999999999998,All,2023,"1,000-2,499"
All,All,All,40-48,"100,000 - 199,999",3.3,10.6,37.5,47.755362877328196,57.0,115.91999999999999,All,2023,"1,000-2,499"
All,All,All,40-48,"200,000 - 499,999",4.285,26.924999999999997,42.05,50.209290953545235,55.55,115.25999999999999,All,2023,500-999
All,All,All,40-48,"25,000 - 49,999",3.7,16.7,41.0,50.896653456627035,65.4,128.8,All,2023,"1,000-2,499"
All,All,All,40-48,"5,000 - 9,999",17.975,41.475,58.2,68.15232696897375,78.8,134.85000000000002,All,2023,"1,000-2,499"
All,All,All,40-48,"50,000 - 99,999",2.8,6.9,21.7,39.11563106796117,53.6,113.78499999999981,All,2023,"2,500-9,999"
All,All,All,40-48,"500,000 - 999,999",4.25,32.5,44.8,49.50900473933649,59.05,99.2,All,2023,100-249
All,All,All,40-48,All,4.2,23.6,49.3,60.83224738087192,76.5,140.82999999999993,All,2023,"10,000-49,999"
All,All,All,48.01 - 60,"1,000 - 4,999",22.570000000000004,58.45,81.8,90.21838456901747,108.8,174.70999999999998,All,2023,"1,000-2,499"
All,All,All,48.01 - 60,"1,000,000+",9.025,35.9,50.05,55.73269230769231,66.64999999999999,110.275,All,2023,100-249
All,All,All,48.01 - 60,"10,000 - 24,999",9.030000000000001,30.2,51.8,64.74965067536097,78.05,162.75999999999985,All,2023,"1,000-2,499"
All,All,All,48.01 - 60,"100,000 - 199,999",3.4,15.225,42.5,51.25211450878334,62.0,135.46999999999997,All,2023,"2,500-9,999"
All,All,All,48.01 - 60,"200,000 - 499,999",5.1800000000000015,31.1,44.4,52.162579159470354,61.0,119.7,All,2023,"1,000-2,499"
All,All,All,48.01 - 60,"25,000 - 49,999",5.0,25.7,48.4,59.8881074168798,74.6,147.16499999999996,All,2023,"2,500-9,999"
All,All,All,48.01 - 60,"5,000 - 9,999",13.235000000000001,34.75,56.5,67.88318713450292,81.2,149.36999999999975,All,2023,"1,000-2,499"
All,All,All,48.01 - 60,"50,000 - 99,999",2.7,8.0,32.0,45.961733902249804,61.4,137.025,All,2023,"2,500-9,999"
